year,Country Name,value,Country Code,Indicator Name,Indicator Code
2007,Zimbabwe,16402.199999999997,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Burundi,198.79999999999995,BDI,Mixed migration to Denmark,ETH.TO.DNK
2008,Burundi,64.40000000000009,BDI,Mixed migration to Italy,ETH.TO.ITA
2008,Burundi,2295.0,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2008,Burundi,1629.8000000000002,BDI,Mixed migration to Sweden,ETH.TO.SWE
2008,Burundi,2043.3999999999996,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Comoros,45.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
2008,Djibouti,7.599999999999994,DJI,Mixed migration to Italy,ETH.TO.ITA
2008,Djibouti,5.800000000000011,DJI,Mixed migration to Sweden,ETH.TO.SWE
2008,Djibouti,24.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Eritrea,34.60000000000002,ERI,Mixed migration to Denmark,ETH.TO.DNK
2008,Eritrea,9650.400000000001,ERI,Mixed migration to Italy,ETH.TO.ITA
2008,Eritrea,4.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Eritrea,755.4,ERI,Mixed migration to South Africa,ETH.TO.ZAF
2008,Eritrea,3496.0,ERI,Mixed migration to Sweden,ETH.TO.SWE
2008,Eritrea,8852.8,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Ethiopia,107.40000000000009,ETH,Mixed migration to Denmark,ETH.TO.DNK
2008,Ethiopia,4630.5999999999985,ETH,Mixed migration to Italy,ETH.TO.ITA
2008,Ethiopia,21787.79999999999,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Ethiopia,7277.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
2008,Ethiopia,808.7999999999993,ETH,Mixed migration to Sweden,ETH.TO.SWE
2008,Ethiopia,3599.5999999999985,ETH,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Kenya,47.40000000000009,KEN,Mixed migration to Denmark,ETH.TO.DNK
2008,Kenya,290.0,KEN,Mixed migration to Italy,ETH.TO.ITA
2008,Kenya,1983.4000000000015,KEN,Mixed migration to South Africa,ETH.TO.ZAF
2008,Kenya,202.80000000000018,KEN,Mixed migration to Sweden,ETH.TO.SWE
2008,Kenya,3515.600000000006,KEN,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Madagascar,2.4000000000000057,MDG,Mixed migration to Sweden,ETH.TO.SWE
2008,Malawi,13.199999999999989,MWI,Mixed migration to Italy,ETH.TO.ITA
2008,Malawi,12662.600000000006,MWI,Mixed migration to South Africa,ETH.TO.ZAF
2008,Malawi,530.4000000000015,MWI,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Mauritius,6.0,MUS,Mixed migration to Sweden,ETH.TO.SWE
2008,Mauritius,1667.199999999997,MUS,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Mozambique,15398.199999999983,MOZ,Mixed migration to South Africa,ETH.TO.ZAF
2008,Mozambique,14.799999999999955,MOZ,Mixed migration to Sweden,ETH.TO.SWE
2008,Mozambique,278.60000000000036,MOZ,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Rwanda,133.39999999999998,RWA,Mixed migration to Denmark,ETH.TO.DNK
2008,Rwanda,81.59999999999991,RWA,Mixed migration to Italy,ETH.TO.ITA
2008,Rwanda,924.3999999999996,RWA,Mixed migration to South Africa,ETH.TO.ZAF
2008,Rwanda,99.20000000000005,RWA,Mixed migration to Sweden,ETH.TO.SWE
2008,Rwanda,1974.0,RWA,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Seychelles,90.0,SYC,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Somalia,2485.0,SOM,Mixed migration to Denmark,ETH.TO.DNK
2008,Somalia,5722.200000000001,SOM,Mixed migration to Italy,ETH.TO.ITA
2008,Somalia,33031.0,SOM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Somalia,5368.0,SOM,Mixed migration to South Africa,ETH.TO.ZAF
2008,Somalia,12790.599999999999,SOM,Mixed migration to Sweden,ETH.TO.SWE
2008,Somalia,37866.79999999999,SOM,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Uganda,69.59999999999991,UGA,Mixed migration to Denmark,ETH.TO.DNK
2008,Uganda,79.40000000000009,UGA,Mixed migration to Italy,ETH.TO.ITA
2008,Uganda,2592.6000000000004,UGA,Mixed migration to South Africa,ETH.TO.ZAF
2008,Uganda,162.39999999999964,UGA,Mixed migration to Sweden,ETH.TO.SWE
2008,Uganda,2684.600000000006,UGA,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Zambia,4487.600000000006,ZMB,Mixed migration to South Africa,ETH.TO.ZAF
2008,Zambia,19.200000000000045,ZMB,Mixed migration to Sweden,ETH.TO.SWE
2008,Zambia,869.5999999999985,ZMB,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Zimbabwe,14.399999999999977,ZWE,Mixed migration to Denmark,ETH.TO.DNK
2008,Zimbabwe,83.0,ZWE,Mixed migration to Italy,ETH.TO.ITA
2008,Zimbabwe,83262.19999999995,ZWE,Mixed migration to South Africa,ETH.TO.ZAF
2008,Zimbabwe,62.39999999999998,ZWE,Mixed migration to Sweden,ETH.TO.SWE
2008,Zimbabwe,17332.20000000001,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Burundi,174.8,BDI,Mixed migration to Denmark,ETH.TO.DNK
2009,Burundi,61.39999999999998,BDI,Mixed migration to Italy,ETH.TO.ITA
2009,Burundi,496.0,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2009,Burundi,1580.7999999999997,BDI,Mixed migration to Sweden,ETH.TO.SWE
2009,Burundi,2046.4,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Djibouti,7.6000000000000085,DJI,Mixed migration to Italy,ETH.TO.ITA
2009,Djibouti,9.799999999999997,DJI,Mixed migration to Sweden,ETH.TO.SWE
2009,Djibouti,24.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Eritrea,49.599999999999994,ERI,Mixed migration to Denmark,ETH.TO.DNK
2009,Eritrea,10994.4,ERI,Mixed migration to Italy,ETH.TO.ITA
2009,Eritrea,1.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Eritrea,41.400000000000034,ERI,Mixed migration to South Africa,ETH.TO.ZAF
2009,Eritrea,4241.0,ERI,Mixed migration to Sweden,ETH.TO.SWE
2009,Eritrea,9980.800000000001,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Ethiopia,96.39999999999986,ETH,Mixed migration to Denmark,ETH.TO.DNK
2009,Ethiopia,4689.600000000002,ETH,Mixed migration to Italy,ETH.TO.ITA
2009,Ethiopia,49524.8,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Ethiopia,225.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
2009,Ethiopia,855.8000000000011,ETH,Mixed migration to Sweden,ETH.TO.SWE
2009,Ethiopia,3441.6000000000004,ETH,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Kenya,48.399999999999864,KEN,Mixed migration to Denmark,ETH.TO.DNK
2009,Kenya,313.0,KEN,Mixed migration to Italy,ETH.TO.ITA
2009,Kenya,1191.3999999999996,KEN,Mixed migration to South Africa,ETH.TO.ZAF
2009,Kenya,252.79999999999995,KEN,Mixed migration to Sweden,ETH.TO.SWE
2009,Kenya,3316.5999999999913,KEN,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Madagascar,132.4000000000001,MDG,Mixed migration to Italy,ETH.TO.ITA
2009,Madagascar,2.3999999999999915,MDG,Mixed migration to Sweden,ETH.TO.SWE
2009,Malawi,13.200000000000017,MWI,Mixed migration to Italy,ETH.TO.ITA
2009,Malawi,4491.5999999999985,MWI,Mixed migration to South Africa,ETH.TO.ZAF
2009,Malawi,546.3999999999996,MWI,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Mauritius,6.0,MUS,Mixed migration to Sweden,ETH.TO.SWE
2009,Mauritius,1667.2000000000044,MUS,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Mozambique,14.800000000000011,MOZ,Mixed migration to Sweden,ETH.TO.SWE
2009,Mozambique,278.59999999999945,MOZ,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Rwanda,123.40000000000003,RWA,Mixed migration to Denmark,ETH.TO.DNK
2009,Rwanda,61.60000000000002,RWA,Mixed migration to Italy,ETH.TO.ITA
2009,Rwanda,342.4000000000001,RWA,Mixed migration to South Africa,ETH.TO.ZAF
2009,Rwanda,94.19999999999999,RWA,Mixed migration to Sweden,ETH.TO.SWE
2009,Rwanda,1849.0,RWA,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Seychelles,90.0,SYC,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Somalia,2031.0,SOM,Mixed migration to Denmark,ETH.TO.DNK
2009,Somalia,8218.199999999999,SOM,Mixed migration to Italy,ETH.TO.ITA
2009,Somalia,33017.0,SOM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Somalia,1354.0,SOM,Mixed migration to South Africa,ETH.TO.ZAF
2009,Somalia,16686.600000000002,SOM,Mixed migration to Sweden,ETH.TO.SWE
2009,Somalia,38500.8,SOM,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Uganda,63.600000000000136,UGA,Mixed migration to Denmark,ETH.TO.DNK
2009,Uganda,82.39999999999998,UGA,Mixed migration to Italy,ETH.TO.ITA
2009,Uganda,351.5999999999999,UGA,Mixed migration to South Africa,ETH.TO.ZAF
2009,Uganda,178.4000000000001,UGA,Mixed migration to Sweden,ETH.TO.SWE
2009,Uganda,2525.5999999999985,UGA,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Zambia,20.800000000000068,ZMB,Mixed migration to Denmark,ETH.TO.DNK
2009,Zambia,4041.5999999999985,ZMB,Mixed migration to South Africa,ETH.TO.ZAF
2009,Zambia,19.19999999999999,ZMB,Mixed migration to Sweden,ETH.TO.SWE
2009,Zambia,875.6000000000022,ZMB,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Zimbabwe,17.400000000000034,ZWE,Mixed migration to Denmark,ETH.TO.DNK
2009,Zimbabwe,93.0,ZWE,Mixed migration to Italy,ETH.TO.ITA
2009,Zimbabwe,49911.20000000001,ZWE,Mixed migration to South Africa,ETH.TO.ZAF
2009,Zimbabwe,60.400000000000034,ZWE,Mixed migration to Sweden,ETH.TO.SWE
2009,Zimbabwe,21814.199999999997,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Burundi,147.8,BDI,Mixed migration to Denmark,ETH.TO.DNK
2010,Burundi,61.39999999999998,BDI,Mixed migration to Italy,ETH.TO.ITA
2010,Burundi,484.0,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2010,Burundi,1564.8000000000002,BDI,Mixed migration to Sweden,ETH.TO.SWE
2010,Burundi,2049.4,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Djibouti,7.599999999999994,DJI,Mixed migration to Italy,ETH.TO.ITA
2010,Djibouti,9.799999999999997,DJI,Mixed migration to Sweden,ETH.TO.SWE
2010,Djibouti,24.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Eritrea,62.599999999999994,ERI,Mixed migration to Denmark,ETH.TO.DNK
2010,Eritrea,11628.4,ERI,Mixed migration to Italy,ETH.TO.ITA
2010,Eritrea,2.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Eritrea,41.39999999999998,ERI,Mixed migration to South Africa,ETH.TO.ZAF
2010,Eritrea,5226.0,ERI,Mixed migration to Sweden,ETH.TO.SWE
2010,Eritrea,10581.8,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Ethiopia,101.40000000000009,ETH,Mixed migration to Denmark,ETH.TO.DNK
2010,Ethiopia,4673.5999999999985,ETH,Mixed migration to Italy,ETH.TO.ITA
2010,Ethiopia,39234.8,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Ethiopia,225.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
2010,Ethiopia,869.7999999999993,ETH,Mixed migration to Sweden,ETH.TO.SWE
2010,Ethiopia,2968.6000000000004,ETH,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Kenya,53.40000000000009,KEN,Mixed migration to Denmark,ETH.TO.DNK
2010,Kenya,343.0,KEN,Mixed migration to Italy,ETH.TO.ITA
2010,Kenya,1191.3999999999996,KEN,Mixed migration to South Africa,ETH.TO.ZAF
2010,Kenya,270.79999999999995,KEN,Mixed migration to Sweden,ETH.TO.SWE
2010,Kenya,2573.600000000006,KEN,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Madagascar,135.4000000000001,MDG,Mixed migration to Italy,ETH.TO.ITA
2010,Madagascar,2.4000000000000057,MDG,Mixed migration to Sweden,ETH.TO.SWE
2010,Malawi,13.199999999999989,MWI,Mixed migration to Italy,ETH.TO.ITA
2010,Malawi,4491.5999999999985,MWI,Mixed migration to South Africa,ETH.TO.ZAF
2010,Malawi,6.599999999999994,MWI,Mixed migration to Sweden,ETH.TO.SWE
2010,Malawi,577.3999999999996,MWI,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Mauritius,1667.199999999997,MUS,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Mozambique,14.800000000000011,MOZ,Mixed migration to Sweden,ETH.TO.SWE
2010,Mozambique,278.60000000000036,MOZ,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Rwanda,105.39999999999998,RWA,Mixed migration to Denmark,ETH.TO.DNK
2010,Rwanda,49.60000000000002,RWA,Mixed migration to Italy,ETH.TO.ITA
2010,Rwanda,347.4000000000001,RWA,Mixed migration to South Africa,ETH.TO.ZAF
2010,Rwanda,78.19999999999999,RWA,Mixed migration to Sweden,ETH.TO.SWE
2010,Rwanda,1575.0,RWA,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Seychelles,90.0,SYC,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Somalia,1584.0,SOM,Mixed migration to Denmark,ETH.TO.DNK
2010,Somalia,8395.2,SOM,Mixed migration to Italy,ETH.TO.ITA
2010,Somalia,18874.0,SOM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Somalia,1354.0,SOM,Mixed migration to South Africa,ETH.TO.ZAF
2010,Somalia,19952.6,SOM,Mixed migration to Sweden,ETH.TO.SWE
2010,Somalia,30094.800000000003,SOM,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Uganda,72.59999999999991,UGA,Mixed migration to Denmark,ETH.TO.DNK
2010,Uganda,87.39999999999998,UGA,Mixed migration to Italy,ETH.TO.ITA
2010,Uganda,1.0,UGA,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Uganda,351.5999999999999,UGA,Mixed migration to South Africa,ETH.TO.ZAF
2010,Uganda,204.4000000000001,UGA,Mixed migration to Sweden,ETH.TO.SWE
2010,Uganda,2341.5999999999985,UGA,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Zambia,4041.5999999999985,ZMB,Mixed migration to South Africa,ETH.TO.ZAF
2010,Zambia,20.19999999999999,ZMB,Mixed migration to Sweden,ETH.TO.SWE
2010,Zambia,880.5999999999985,ZMB,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Zimbabwe,18.399999999999977,ZWE,Mixed migration to Denmark,ETH.TO.DNK
2010,Zimbabwe,101.0,ZWE,Mixed migration to Italy,ETH.TO.ITA
2010,Zimbabwe,50014.20000000001,ZWE,Mixed migration to South Africa,ETH.TO.ZAF
2010,Zimbabwe,54.39999999999998,ZWE,Mixed migration to Sweden,ETH.TO.SWE
2010,Zimbabwe,22514.199999999997,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Burundi,112.39999999999998,BDI,Mixed migration to Denmark,ETH.TO.DNK
2011,Burundi,11.0,BDI,Mixed migration to Italy,ETH.TO.ITA
2011,Burundi,1651.1999999999998,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2011,Burundi,1380.6,BDI,Mixed migration to Sweden,ETH.TO.SWE
2011,Burundi,1331.0,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Comoros,40.19999999999999,COM,Mixed migration to South Africa,ETH.TO.ZAF
2011,Djibouti,1.0,DJI,Mixed migration to Italy,ETH.TO.ITA
2011,Djibouti,47.19999999999999,DJI,Mixed migration to Sweden,ETH.TO.SWE
2011,Djibouti,3.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Eritrea,65.19999999999999,ERI,Mixed migration to Denmark,ETH.TO.DNK
2011,Eritrea,11206.4,ERI,Mixed migration to Italy,ETH.TO.ITA
2011,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Eritrea,115.39999999999998,ERI,Mixed migration to South Africa,ETH.TO.ZAF
2011,Eritrea,8332.6,ERI,Mixed migration to Sweden,ETH.TO.SWE
2011,Eritrea,10297.0,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Ethiopia,135.4000000000001,ETH,Mixed migration to Denmark,ETH.TO.DNK
2011,Ethiopia,2213.0,ETH,Mixed migration to Italy,ETH.TO.ITA
2011,Ethiopia,81520.6,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Ethiopia,4056.8,ETH,Mixed migration to South Africa,ETH.TO.ZAF
2011,Ethiopia,1210.2000000000007,ETH,Mixed migration to Sweden,ETH.TO.SWE
2011,Ethiopia,1983.0,ETH,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Kenya,58.59999999999991,KEN,Mixed migration to Denmark,ETH.TO.DNK
2011,Kenya,71.19999999999982,KEN,Mixed migration to Italy,ETH.TO.ITA
2011,Kenya,2435.7999999999993,KEN,Mixed migration to South Africa,ETH.TO.ZAF
2011,Kenya,409.5999999999999,KEN,Mixed migration to Sweden,ETH.TO.SWE
2011,Kenya,693.0,KEN,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Madagascar,4.0,MDG,Mixed migration to Italy,ETH.TO.ITA
2011,Madagascar,5.799999999999997,MDG,Mixed migration to Sweden,ETH.TO.SWE
2011,Malawi,1.0,MWI,Mixed migration to Italy,ETH.TO.ITA
2011,Malawi,11473.199999999997,MWI,Mixed migration to South Africa,ETH.TO.ZAF
2011,Malawi,257.0,MWI,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Mauritius,1.3999999999996362,MUS,Mixed migration to Italy,ETH.TO.ITA
2011,Mauritius,5.800000000000011,MUS,Mixed migration to Sweden,ETH.TO.SWE
2011,Mauritius,56.0,MUS,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Mozambique,15511.799999999988,MOZ,Mixed migration to South Africa,ETH.TO.ZAF
2011,Mozambique,3.8000000000000114,MOZ,Mixed migration to Sweden,ETH.TO.SWE
2011,Mozambique,2.0,MOZ,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Rwanda,86.19999999999999,RWA,Mixed migration to Denmark,ETH.TO.DNK
2011,Rwanda,17.0,RWA,Mixed migration to Italy,ETH.TO.ITA
2011,Rwanda,811.8000000000002,RWA,Mixed migration to South Africa,ETH.TO.ZAF
2011,Rwanda,86.80000000000001,RWA,Mixed migration to Sweden,ETH.TO.SWE
2011,Rwanda,896.0,RWA,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Seychelles,3.0,SYC,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Somalia,1076.7999999999993,SOM,Mixed migration to Denmark,ETH.TO.DNK
2011,Somalia,8497.4,SOM,Mixed migration to Italy,ETH.TO.ITA
2011,Somalia,27367.0,SOM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Somalia,8306.400000000001,SOM,Mixed migration to South Africa,ETH.TO.ZAF
2011,Somalia,24629.199999999997,SOM,Mixed migration to Sweden,ETH.TO.SWE
2011,Somalia,23193.199999999997,SOM,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Uganda,49.200000000000045,UGA,Mixed migration to Denmark,ETH.TO.DNK
2011,Uganda,25.0,UGA,Mixed migration to Italy,ETH.TO.ITA
2011,Uganda,1.0,UGA,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Uganda,1356.3999999999996,UGA,Mixed migration to South Africa,ETH.TO.ZAF
2011,Uganda,424.8000000000002,UGA,Mixed migration to Sweden,ETH.TO.SWE
2011,Uganda,1984.5999999999985,UGA,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Zambia,7977.5999999999985,ZMB,Mixed migration to South Africa,ETH.TO.ZAF
2011,Zambia,27.399999999999977,ZMB,Mixed migration to Sweden,ETH.TO.SWE
2011,Zambia,55.0,ZMB,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Zimbabwe,26.19999999999999,ZWE,Mixed migration to Denmark,ETH.TO.DNK
2011,Zimbabwe,25.0,ZWE,Mixed migration to Italy,ETH.TO.ITA
2011,Zimbabwe,61809.0,ZWE,Mixed migration to South Africa,ETH.TO.ZAF
2011,Zimbabwe,66.60000000000002,ZWE,Mixed migration to Sweden,ETH.TO.SWE
2011,Zimbabwe,15987.0,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Burundi,57.39999999999998,BDI,Mixed migration to Denmark,ETH.TO.DNK
2012,Burundi,12.0,BDI,Mixed migration to Italy,ETH.TO.ITA
2012,Burundi,2394.2,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2012,Burundi,1302.6,BDI,Mixed migration to Sweden,ETH.TO.SWE
2012,Burundi,902.0,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Comoros,51.20000000000002,COM,Mixed migration to South Africa,ETH.TO.ZAF
2012,Comoros,3.0,COM,Mixed migration to Sweden,ETH.TO.SWE
2012,Comoros,6.0,COM,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Djibouti,1.0,DJI,Mixed migration to Italy,ETH.TO.ITA
2012,Djibouti,47.20000000000002,DJI,Mixed migration to Sweden,ETH.TO.SWE
2012,Djibouti,3.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Eritrea,86.19999999999999,ERI,Mixed migration to Denmark,ETH.TO.DNK
2012,Eritrea,11962.4,ERI,Mixed migration to Italy,ETH.TO.ITA
2012,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Eritrea,113.39999999999998,ERI,Mixed migration to South Africa,ETH.TO.ZAF
2012,Eritrea,9993.6,ERI,Mixed migration to Sweden,ETH.TO.SWE
2012,Eritrea,10278.0,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Ethiopia,128.39999999999986,ETH,Mixed migration to Denmark,ETH.TO.DNK
2012,Ethiopia,2297.0,ETH,Mixed migration to Italy,ETH.TO.ITA
2012,Ethiopia,90167.59999999999,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Ethiopia,6655.799999999999,ETH,Mixed migration to South Africa,ETH.TO.ZAF
2012,Ethiopia,1294.199999999999,ETH,Mixed migration to Sweden,ETH.TO.SWE
2012,Ethiopia,1620.0,ETH,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Kenya,60.600000000000136,KEN,Mixed migration to Denmark,ETH.TO.DNK
2012,Kenya,94.20000000000027,KEN,Mixed migration to Italy,ETH.TO.ITA
2012,Kenya,2579.7999999999993,KEN,Mixed migration to South Africa,ETH.TO.ZAF
2012,Kenya,406.5999999999999,KEN,Mixed migration to Sweden,ETH.TO.SWE
2012,Kenya,563.0,KEN,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Madagascar,5.0,MDG,Mixed migration to Italy,ETH.TO.ITA
2012,Madagascar,62.19999999999999,MDG,Mixed migration to South Africa,ETH.TO.ZAF
2012,Malawi,2.0,MWI,Mixed migration to Italy,ETH.TO.ITA
2012,Malawi,13062.199999999997,MWI,Mixed migration to South Africa,ETH.TO.ZAF
2012,Malawi,300.0,MWI,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Mauritius,5.399999999999636,MUS,Mixed migration to Italy,ETH.TO.ITA
2012,Mauritius,76.0,MUS,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Mozambique,1.0,MOZ,Mixed migration to Italy,ETH.TO.ITA
2012,Mozambique,16020.799999999988,MOZ,Mixed migration to South Africa,ETH.TO.ZAF
2012,Mozambique,6.0,MOZ,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Rwanda,56.19999999999999,RWA,Mixed migration to Denmark,ETH.TO.DNK
2012,Rwanda,22.0,RWA,Mixed migration to Italy,ETH.TO.ITA
2012,Rwanda,976.8000000000002,RWA,Mixed migration to South Africa,ETH.TO.ZAF
2012,Rwanda,84.80000000000001,RWA,Mixed migration to Sweden,ETH.TO.SWE
2012,Rwanda,458.0,RWA,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Seychelles,1.0,SYC,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Somalia,742.8000000000011,SOM,Mixed migration to Denmark,ETH.TO.DNK
2012,Somalia,9778.4,SOM,Mixed migration to Italy,ETH.TO.ITA
2012,Somalia,23105.0,SOM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Somalia,8154.399999999998,SOM,Mixed migration to South Africa,ETH.TO.ZAF
2012,Somalia,27262.200000000004,SOM,Mixed migration to Sweden,ETH.TO.SWE
2012,Somalia,18710.199999999997,SOM,Mixed migration to United Kingdom,ETH.TO.GBR
2012,South Sudan,55.0,SSD,Mixed migration to Italy,ETH.TO.ITA
2012,Uganda,66.20000000000005,UGA,Mixed migration to Denmark,ETH.TO.DNK
2012,Uganda,34.0,UGA,Mixed migration to Italy,ETH.TO.ITA
2012,Uganda,1.0,UGA,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Uganda,2136.4000000000005,UGA,Mixed migration to South Africa,ETH.TO.ZAF
2012,Uganda,587.7999999999997,UGA,Mixed migration to Sweden,ETH.TO.SWE
2012,Uganda,1827.5999999999985,UGA,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Zambia,19.399999999999977,ZMB,Mixed migration to Denmark,ETH.TO.DNK
2012,Zambia,8049.5999999999985,ZMB,Mixed migration to South Africa,ETH.TO.ZAF
2012,Zambia,28.400000000000034,ZMB,Mixed migration to Sweden,ETH.TO.SWE
2012,Zambia,56.0,ZMB,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Zimbabwe,28.19999999999999,ZWE,Mixed migration to Denmark,ETH.TO.DNK
2012,Zimbabwe,28.0,ZWE,Mixed migration to Italy,ETH.TO.ITA
2012,Zimbabwe,67140.0,ZWE,Mixed migration to South Africa,ETH.TO.ZAF
2012,Zimbabwe,67.59999999999997,ZWE,Mixed migration to Sweden,ETH.TO.SWE
2012,Zimbabwe,12742.0,ZWE,Mixed migration to United Kingdom,ETH.TO.GBR
2013,Burundi,41.40000000000009,BDI,Mixed migration to Denmark,ETH.TO.DNK
2013,Burundi,12.0,BDI,Mixed migration to Italy,ETH.TO.ITA
2013,Burundi,2492.2000000000007,BDI,Mixed migration to South Africa,ETH.TO.ZAF
2013,Burundi,1156.6000000000004,BDI,Mixed migration to Sweden,ETH.TO.SWE
2013,Burundi,401.0,BDI,Mixed migration to United Kingdom,ETH.TO.GBR
2013,Comoros,50.19999999999999,COM,Mixed migration to South Africa,ETH.TO.ZAF
2013,Comoros,5.0,COM,Mixed migration to Sweden,ETH.TO.SWE
2013,Comoros,6.0,COM,Mixed migration to United Kingdom,ETH.TO.GBR
2013,Djibouti,2.0,DJI,Mixed migration to Denmark,ETH.TO.DNK
2013,Djibouti,1.0,DJI,Mixed migration to Italy,ETH.TO.ITA
2013,Djibouti,65.20000000000002,DJI,Mixed migration to Sweden,ETH.TO.SWE
2013,Djibouti,3.0,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
